geometry,INSEE_COM,INSEE_DEP,NOM_COM_OK,fin_periode,clage_65,ti_classe,tp_classe,td_classe
"{""type"":""Polygon"",""coordinates"":[[[3.751803,47.549167],[3.7594,47.545066],[3.775094,47.539132],[3.781096,47.543149],[3.7913,47.553846],[3.805221,47.552777],[3.81908,47.554663],[3.819731,47.558362],[3.813292,47.573026],[3.801109,47.574695],[3.796038,47.567878],[3.791611,47.572089],[3.77927,47.567354],[3.771314,47.56269],[3.764427,47.565122],[3.760233,47.563057],[3.758289,47.554884],[3.751803,47.549167]]]}",89485,89,Voutenay-sur-Cure (89),31/10,65,10 à 20,1 à 5,600 à 800
"{""type"":""Polygon"",""coordinates"":[[[3.861313,46.966919],[3.847171,46.969905],[3.842413,46.963552],[3.830004,46.955529],[3.827409,46.948685],[3.832956,46.94413],[3.836583,46.936638],[3.829604,46.932955],[3.822677,46.935998],[3.80819,46.934242],[3.799462,46.928809],[3.816308,46.920178],[3.826207,46.922599],[3.842077,46.917217],[3.850346,46.91141],[3.857332,46.912508],[3.869369,46.918275],[3.87812,46.916489],[3.888439,46.919462],[3.899473,46.920712],[3.904876,46.913473],[3.917708,46.922075],[3.916039,46.925198],[3.916704,46.935217],[3.920758,46.946729],[3.919961,46.952333],[3.913747,46.944101],[3.899694,46.945501],[3.889596,46.941472],[3.881864,46.943398],[3.874344,46.951515],[3.869847,46.953756],[3.861313,46.966919]]]}",58219,58,Préporché (58),31/10,65,0 à 10,1 à 5,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[3.909004,47.382248],[3.907174,47.389412],[3.898042,47.396058],[3.897493,47.402442],[3.893026,47.410897],[3.876039,47.397122],[3.863905,47.396711],[3.859942,47.391455],[3.863279,47.384053],[3.86981,47.380912],[3.86884,47.370851],[3.871384,47.367174],[3.881058,47.364344],[3.887336,47.366013],[3.895473,47.373889],[3.905225,47.377961],[3.909004,47.382248]]]}",89089,89,Chastellux-sur-Cure (89),31/10,65,20 à 50,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[6.72539,47.36007],[6.739201,47.364171],[6.748224,47.370121],[6.743601,47.371885],[6.746841,47.377752],[6.738372,47.38458],[6.733556,47.390477],[6.739307,47.391973],[6.738338,47.401065],[6.730632,47.399775],[6.72603,47.391048],[6.72659,47.384476],[6.722517,47.37774],[6.720705,47.368686],[6.708745,47.36256],[6.710214,47.359468],[6.72539,47.36007]]]}",25422,25,Neuchâtel-Urtière (25),31/10,65,50 à 150,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.559814,47.240935],[4.554869,47.239771],[4.543702,47.233672],[4.52945,47.232113],[4.541583,47.213973],[4.540139,47.197171],[4.534056,47.186625],[4.535639,47.181022],[4.529647,47.177611],[4.530605,47.174902],[4.540397,47.173239],[4.554676,47.181549],[4.564433,47.185412],[4.569365,47.192742],[4.578532,47.1952],[4.575984,47.210374],[4.572115,47.214986],[4.561614,47.217683],[4.557839,47.232126],[4.559428,47.239103],[4.559814,47.240935]]]}",21399,21,Meilly-sur-Rouvres (21),31/10,65,0 à 10,5 à 10,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.6433,47.727234],[4.646826,47.70948],[4.643221,47.702297],[4.634239,47.699188],[4.618925,47.701495],[4.6161,47.687697],[4.611576,47.686301],[4.612424,47.679672],[4.621274,47.676349],[4.624621,47.674951],[4.635816,47.676782],[4.640422,47.672417],[4.650316,47.67474],[4.651409,47.678452],[4.657649,47.683284],[4.667852,47.680265],[4.670349,47.682856],[4.66774,47.687754],[4.669963,47.693955],[4.667546,47.7114],[4.667996,47.717178],[4.662171,47.721865],[4.65287,47.723253],[4.6433,47.727234]]]}",21061,21,Bellenod-sur-Seine (21),31/10,65,0 à 10,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[3.696922,47.340477],[3.714969,47.343254],[3.720633,47.351039],[3.729057,47.359091],[3.72122,47.366165],[3.718526,47.381226],[3.709808,47.378971],[3.70864,47.376349],[3.698882,47.375648],[3.692557,47.370552],[3.685988,47.372403],[3.679594,47.361648],[3.679597,47.353406],[3.674259,47.348315],[3.665922,47.343758],[3.676831,47.333377],[3.696922,47.340477]]]}",58271,58,Saizy (58),31/10,65,0 à 10,15 à 20,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.638234,47.202625],[4.626653,47.203451],[4.616888,47.20054],[4.608977,47.203891],[4.597279,47.199394],[4.603896,47.194631],[4.604364,47.187139],[4.610892,47.182165],[4.604607,47.170897],[4.610029,47.163373],[4.616469,47.162823],[4.619867,47.171284],[4.624476,47.175686],[4.632829,47.177708],[4.637928,47.192382],[4.64903,47.194362],[4.660057,47.189644],[4.65904,47.192094],[4.650791,47.196714],[4.641563,47.195505],[4.63733,47.198227],[4.638234,47.202625]]]}",21570,21,Sainte-Sabine (21),31/10,65,0 à 10,5 à 10,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.081645,46.635917],[5.080475,46.643765],[5.074731,46.650678],[5.06753,46.653725],[5.048487,46.651297],[5.034351,46.654599],[5.031521,46.656861],[5.019353,46.655409],[5.021153,46.650812],[5.029014,46.645468],[5.017863,46.635449],[5.025942,46.634838],[5.041791,46.626453],[5.052999,46.624147],[5.064359,46.625641],[5.066356,46.632703],[5.081645,46.635917]]]}",71206,71,La Frette (71),31/10,65,150 à 250,15 à 20,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.941056,47.668578],[4.939081,47.666185],[4.948007,47.659678],[4.956564,47.656376],[4.961881,47.651261],[4.967142,47.637267],[4.970127,47.634229],[4.987967,47.638723],[4.988761,47.6409],[4.978081,47.642363],[4.968466,47.650059],[4.970303,47.656624],[4.964642,47.669586],[4.963221,47.678941],[4.959182,47.682827],[4.94884,47.679328],[4.945801,47.671572],[4.941056,47.668578]]]}",21119,21,Bussières (21),31/10,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.637132,47.978348],[4.641238,47.974606],[4.653402,47.969075],[4.666035,47.968407],[4.677549,47.963878],[4.683048,47.96658],[4.694518,47.960053],[4.702371,47.952291],[4.70824,47.958935],[4.702249,47.961207],[4.699661,47.965772],[4.709164,47.967831],[4.721911,47.974348],[4.714104,47.982444],[4.706587,47.986355],[4.700175,47.987197],[4.69173,47.997395],[4.700746,48.005524],[4.710643,48.009033],[4.719921,48.009143],[4.704346,48.020294],[4.698827,48.023906],[4.687439,48.020994],[4.673262,48.015271],[4.664334,48.010327],[4.647346,47.995586],[4.635312,47.981485],[4.637132,47.978348]]]}",21524,21,Riel-les-Eaux (21),31/10,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[3.655285,48.131648],[3.657565,48.120652],[3.667924,48.119555],[3.677175,48.117439],[3.690461,48.114901],[3.710498,48.11272],[3.713891,48.123417],[3.720655,48.130636],[3.727106,48.141178],[3.73974,48.138701],[3.742576,48.142828],[3.754785,48.1511],[3.751794,48.161824],[3.745481,48.167534],[3.718211,48.175423],[3.71446,48.170267],[3.722157,48.159898],[3.721565,48.155273],[3.712668,48.151026],[3.707089,48.146325],[3.699051,48.147777],[3.694516,48.155056],[3.690925,48.145018],[3.667908,48.139286],[3.654285,48.135726],[3.655285,48.131648]]]}",89048,89,B½urs-en-Othe (89),31/10,65,10 à 20,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[3.429099,47.332787],[3.429577,47.326153],[3.436267,47.319736],[3.443893,47.319067],[3.465687,47.319845],[3.475059,47.321378],[3.478203,47.328125],[3.486344,47.335277],[3.4792,47.335118],[3.476981,47.33949],[3.456339,47.341291],[3.443225,47.344069],[3.43842,47.343103],[3.429099,47.332787]]]}",58206,58,Parigny-la-Rose (58),31/10,65,0 à 10,1 à 5,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[3.543583,47.349916],[3.548121,47.355277],[3.538315,47.365186],[3.528942,47.372167],[3.535641,47.382355],[3.52695,47.393626],[3.519173,47.391973],[3.517167,47.389017],[3.499047,47.382547],[3.488918,47.377775],[3.481384,47.371673],[3.482789,47.368161],[3.49271,47.367909],[3.499919,47.364388],[3.512302,47.364095],[3.519483,47.354856],[3.520123,47.346671],[3.523955,47.342238],[3.524324,47.342253],[3.527123,47.345036],[3.538089,47.345082],[3.543583,47.349916]]]}",58242,58,Saint-Germain-des-Bois (58),31/10,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.154205,47.594937],[4.159517,47.594126],[4.171725,47.583946],[4.180525,47.580436],[4.186137,47.58129],[4.190039,47.584512],[4.201273,47.601512],[4.215828,47.600897],[4.21416,47.602906],[4.213159,47.617879],[4.215544,47.624183],[4.215012,47.630643],[4.205775,47.638334],[4.199127,47.64186],[4.179704,47.646934],[4.17374,47.642932],[4.164055,47.640223],[4.157363,47.635794],[4.147425,47.634001],[4.143119,47.624172],[4.151028,47.613551],[4.141273,47.609367],[4.152759,47.599772],[4.154205,47.594937]]]}",89042,89,Bierry-les-Belles-Fontaines (89),31/10,65,20 à 50,1 à 5,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[3.81129,47.454322],[3.804402,47.44843],[3.812069,47.444615],[3.815347,47.437216],[3.817258,47.438574],[3.83449,47.435131],[3.84589,47.426722],[3.851878,47.427651],[3.851504,47.435583],[3.850332,47.440712],[3.833562,47.454555],[3.827263,47.454272],[3.81129,47.454322]]]}",89248,89,Menades (89),31/10,65,20 à 50,15 à 20,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.328854,46.416502],[4.344684,46.400546],[4.334897,46.399209],[4.335106,46.395869],[4.314438,46.381026],[4.313408,46.374159],[4.323277,46.368114],[4.327637,46.373309],[4.336538,46.375424],[4.343786,46.373873],[4.343036,46.369687],[4.354128,46.361492],[4.353878,46.349623],[4.357109,46.34627],[4.360686,46.343436],[4.377708,46.350444],[4.398878,46.361268],[4.410993,46.374951],[4.410314,46.374937],[4.403971,46.376509],[4.397439,46.380899],[4.372467,46.389247],[4.365691,46.393628],[4.361069,46.399334],[4.363879,46.404556],[4.357694,46.408798],[4.359811,46.412799],[4.368086,46.414417],[4.353086,46.418644],[4.340916,46.419365],[4.328854,46.416502]]]}",71339,71,Ozolles (71),31/10,65,0 à 10,5 à 10,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[6.874897,47.418096],[6.874663,47.412563],[6.885582,47.414699],[6.900237,47.412935],[6.913655,47.416293],[6.912113,47.420354],[6.899372,47.424809],[6.880726,47.422713],[6.874897,47.418096]]]}",25378,25,Meslières (25),31/10,65,0 à 10,0 à 1,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[3.46471,47.23796],[3.464332,47.242421],[3.469304,47.251348],[3.468983,47.25597],[3.461042,47.259136],[3.451588,47.260242],[3.44417,47.257764],[3.439705,47.262633],[3.431608,47.250662],[3.436344,47.247157],[3.432089,47.237911],[3.433875,47.235193],[3.448818,47.228611],[3.45763,47.226843],[3.465043,47.23026],[3.46471,47.23796]]]}",58054,58,Champlin (58),31/10,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[5.022697,47.191084],[5.021904,47.18684],[5.034268,47.187501],[5.042504,47.184971],[5.046635,47.186175],[5.051972,47.192848],[5.058007,47.191747],[5.060505,47.19961],[5.058071,47.202452],[5.039209,47.2059],[5.029496,47.201797],[5.024693,47.202619],[5.022697,47.191084]]]}",21113,21,Broindon (21),31/10,65,0 à 10,20 à 25,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.383576,47.267524],[4.37495,47.255214],[4.373821,47.244701],[4.369985,47.235309],[4.375688,47.229818],[4.384672,47.225124],[4.396894,47.224118],[4.406292,47.229753],[4.402429,47.233646],[4.403395,47.237964],[4.411527,47.236161],[4.421903,47.242206],[4.4364,47.241367],[4.441582,47.246884],[4.446224,47.246815],[4.445648,47.252927],[4.412498,47.268652],[4.408161,47.269249],[4.383576,47.267524]]]}",21382,21,Marcilly-Ogny (21),31/10,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[3.429099,47.332787],[3.422538,47.329301],[3.411904,47.334223],[3.40511,47.339948],[3.391581,47.335724],[3.38676,47.330916],[3.386124,47.31773],[3.381435,47.315921],[3.37136,47.316651],[3.358962,47.312],[3.363116,47.306916],[3.3713,47.301127],[3.385484,47.30058],[3.393734,47.308466],[3.407996,47.306025],[3.416174,47.306015],[3.421512,47.302648],[3.430306,47.301296],[3.440528,47.314827],[3.436267,47.319736],[3.429577,47.326153],[3.429099,47.332787]]]}",58156,58,Marcy (58),31/10,65,0 à 10,1 à 5,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.150375,47.636212],[5.140679,47.633037],[5.126252,47.631418],[5.116078,47.624894],[5.10954,47.619338],[5.115854,47.616235],[5.124992,47.615225],[5.131822,47.609641],[5.135982,47.60108],[5.14318,47.602941],[5.153942,47.600684],[5.163779,47.601607],[5.170586,47.611229],[5.168002,47.616883],[5.162319,47.619418],[5.15193,47.627706],[5.150375,47.636212]]]}",21275,21,Foncegrive (21),31/10,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[3.322213,47.040993],[3.324923,47.036967],[3.339922,47.030542],[3.353704,47.027946],[3.358726,47.037579],[3.364397,47.041486],[3.39627,47.055687],[3.395506,47.077062],[3.389412,47.08622],[3.391974,47.094006],[3.375244,47.089341],[3.364212,47.085439],[3.352589,47.086893],[3.333258,47.087305],[3.332685,47.085958],[3.331673,47.081387],[3.325988,47.075254],[3.33921,47.057386],[3.332315,47.050458],[3.326055,47.041578],[3.322213,47.040993]]]}",58269,58,Saint-Sulpice (58),31/10,65,0 à 10,15 à 20,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.277653,47.139486],[4.276293,47.147472],[4.279396,47.15145],[4.264969,47.155877],[4.25556,47.155472],[4.242749,47.149967],[4.241825,47.148198],[4.237158,47.14295],[4.246843,47.133477],[4.251653,47.131507],[4.264395,47.129725],[4.277097,47.136442],[4.277653,47.139486]]]}",21703,21,Villiers-en-Morvan (21),31/10,65,0 à 10,1 à 5,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.384311,47.097449],[5.361118,47.101529],[5.351581,47.100889],[5.343804,47.098593],[5.335292,47.088019],[5.357405,47.083584],[5.359401,47.080836],[5.363347,47.078392],[5.369807,47.077627],[5.377763,47.079692],[5.385734,47.081983],[5.391394,47.08976],[5.382804,47.094944],[5.384311,47.097449]]]}",21581,21,Samerey (21),31/10,65,0 à 10,1 à 5,300 à 600
"{""type"":""Polygon"",""coordinates"":[[[3.488918,47.377775],[3.499047,47.382547],[3.517167,47.389017],[3.519173,47.391973],[3.52695,47.393626],[3.518955,47.397361],[3.516947,47.411371],[3.513767,47.415208],[3.506653,47.416599],[3.501645,47.423111],[3.49491,47.425448],[3.484487,47.422932],[3.477073,47.409434],[3.479388,47.403136],[3.483903,47.39853],[3.486194,47.391031],[3.479999,47.384813],[3.488918,47.377775]]]}",58200,58,Ouagne (58),31/10,65,1000 et plus,30 et plus,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.383994,47.378985],[4.374326,47.379803],[4.364229,47.389549],[4.371971,47.399713],[4.36761,47.401491],[4.354981,47.402619],[4.348128,47.40634],[4.340382,47.404388],[4.334172,47.398121],[4.343439,47.387299],[4.35507,47.380182],[4.350477,47.375433],[4.346042,47.364938],[4.346234,47.354431],[4.368936,47.357519],[4.378633,47.366375],[4.378531,47.371207],[4.383994,47.378985]]]}",21449,21,Nan-sous-Thil (21),31/10,65,150 à 250,10 à 15,2000 à 2500
"{""type"":""Polygon"",""coordinates"":[[[6.954707,47.554399],[6.939253,47.556265],[6.934945,47.559017],[6.927714,47.558129],[6.928952,47.552182],[6.91541,47.546065],[6.926279,47.544551],[6.928533,47.534708],[6.934754,47.53434],[6.932793,47.524089],[6.939004,47.521548],[6.941721,47.524457],[6.94148,47.532027],[6.948063,47.536251],[6.954707,47.554399]]]}",90072,90,Morvillars (90),31/10,65,0 à 10,0 à 1,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[3.543583,47.349916],[3.538089,47.345082],[3.527123,47.345036],[3.524324,47.342253],[3.543099,47.337919],[3.550794,47.325187],[3.563458,47.316686],[3.565599,47.318759],[3.571829,47.325589],[3.576164,47.341726],[3.565408,47.343348],[3.555428,47.343885],[3.543583,47.349916]]]}",58284,58,Talon (58),31/10,65,0 à 10,15 à 20,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[5.188886,46.689884],[5.184939,46.693998],[5.179156,46.69109],[5.172138,46.693163],[5.162388,46.703249],[5.156816,46.704066],[5.150024,46.700811],[5.14826,46.692622],[5.142556,46.687813],[5.132251,46.685128],[5.128359,46.674784],[5.148968,46.671686],[5.15495,46.664883],[5.168161,46.669375],[5.193363,46.674783],[5.196003,46.679634],[5.188886,46.689884]]]}",71246,71,Juif (71),31/10,65,250 à 500,5 à 10,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.637132,47.978348],[4.635312,47.981485],[4.647346,47.995586],[4.664334,48.010327],[4.673262,48.015271],[4.665379,48.020997],[4.655877,48.016973],[4.653582,48.022557],[4.646339,48.025803],[4.634717,48.024339],[4.621959,48.024383],[4.618454,48.021956],[4.601812,48.015623],[4.590549,48.012863],[4.601505,48.007538],[4.602813,48.002422],[4.596154,47.992746],[4.598113,47.975381],[4.588937,47.968327],[4.580177,47.964187],[4.578345,47.957206],[4.586953,47.951801],[4.599147,47.946832],[4.602146,47.961949],[4.607273,47.965005],[4.620595,47.964052],[4.626938,47.967443],[4.637132,47.978348]]]}",21034,21,Autricourt (21),31/10,65,0 à 10,30 et plus,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[4.756471,47.049356],[4.764614,47.046328],[4.770416,47.040412],[4.775935,47.039583],[4.78712,47.040298],[4.795224,47.04944],[4.790328,47.058892],[4.77657,47.061618],[4.76119,47.0681],[4.75879,47.074126],[4.754213,47.069654],[4.752283,47.064479],[4.756471,47.049356]]]}",21099,21,Bouze-lès-Beaune (21),31/10,65,1000 et plus,30 et plus,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[3.860046,47.126466],[3.867262,47.127809],[3.875481,47.124974],[3.876967,47.116993],[3.894633,47.11928],[3.905319,47.123834],[3.907321,47.129183],[3.897605,47.132171],[3.891884,47.137872],[3.89206,47.143697],[3.88918,47.148658],[3.875281,47.160736],[3.874044,47.169161],[3.863754,47.166106],[3.842916,47.164077],[3.838465,47.168722],[3.82599,47.163849],[3.811747,47.160654],[3.823081,47.159123],[3.82113,47.152794],[3.82941,47.146374],[3.829689,47.137871],[3.840277,47.137623],[3.841536,47.131617],[3.845658,47.128416],[3.860046,47.126466]]]}",58177,58,Montigny-en-Morvan (58),31/10,65,0 à 10,0 à 1,800 à 1000
"{""type"":""Polygon"",""coordinates"":[[[3.926491,47.507623],[3.924788,47.511187],[3.923254,47.526312],[3.931222,47.531288],[3.927464,47.536247],[3.928891,47.546998],[3.925482,47.55372],[3.915868,47.548026],[3.906851,47.544578],[3.897845,47.54365],[3.897823,47.534641],[3.905444,47.52216],[3.896957,47.519133],[3.898356,47.513466],[3.903726,47.509642],[3.912482,47.506571],[3.926491,47.507623]]]}",89159,89,Étaule (89),31/10,65,10 à 20,25 à 30,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[3.712708,47.414514],[3.705732,47.41601],[3.696091,47.415214],[3.689497,47.411251],[3.686293,47.399755],[3.680673,47.390552],[3.680856,47.38185],[3.683092,47.376633],[3.685988,47.372403],[3.692557,47.370552],[3.698882,47.375648],[3.70864,47.376349],[3.709808,47.378971],[3.718526,47.381226],[3.72122,47.366165],[3.729057,47.359091],[3.734304,47.362257],[3.739316,47.370406],[3.749089,47.377484],[3.744533,47.382414],[3.730235,47.392853],[3.725055,47.39408],[3.7165,47.400333],[3.706596,47.402785],[3.706657,47.406888],[3.714786,47.406836],[3.712708,47.414514]]]}",58197,58,Nuars (58),31/10,65,1000 et plus,30 et plus,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[4.068763,47.605211],[4.060315,47.607544],[4.056884,47.603653],[4.051926,47.585319],[4.051606,47.571158],[4.043431,47.562464],[4.055267,47.558361],[4.063482,47.557894],[4.067517,47.562349],[4.061699,47.566235],[4.061492,47.572053],[4.065139,47.580172],[4.063972,47.586332],[4.07016,47.596877],[4.07346,47.599412],[4.068763,47.605211]]]}",89412,89,Thizy (89),31/10,65,20 à 50,1 à 5,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[4.331248,47.289965],[4.330504,47.283793],[4.326847,47.281677],[4.314948,47.279992],[4.299957,47.274974],[4.292902,47.269767],[4.274435,47.269456],[4.268817,47.261429],[4.272123,47.254225],[4.271169,47.250631],[4.281775,47.251523],[4.288332,47.254588],[4.298488,47.247454],[4.299741,47.241124],[4.305259,47.235775],[4.310944,47.234141],[4.320836,47.23722],[4.331863,47.231829],[4.337647,47.236364],[4.347534,47.237541],[4.353476,47.235843],[4.369985,47.235309],[4.373821,47.244701],[4.37495,47.255214],[4.383576,47.267524],[4.37236,47.27715],[4.357895,47.287438],[4.358161,47.292982],[4.358279,47.294623],[4.342979,47.287104],[4.331248,47.289965]]]}",21629,21,Thoisy-la-Berchère (21),31/10,65,0 à 10,0 à 1,1500 à 2000
"{""type"":""Polygon"",""coordinates"":[[[6.23449,47.44498],[6.224533,47.44594],[6.229083,47.454905],[6.222833,47.451988],[6.204904,47.450099],[6.201552,47.454144],[6.19173,47.458695],[6.183429,47.463339],[6.175797,47.459044],[6.175461,47.458351],[6.177658,47.449938],[6.176376,47.445486],[6.201247,47.440444],[6.206542,47.431364],[6.207985,47.428799],[6.211693,47.425748],[6.230396,47.434413],[6.23449,47.44498]]]}",70309,70,Loulans-Verchamp (70),31/10,65,250 à 500,20 à 25,1000 à 1500
"{""type"":""Polygon"",""coordinates"":[[[5.051797,47.493281],[5.067953,47.496555],[5.07537,47.500183],[5.077945,47.504568],[5.080195,47.5154],[5.084127,47.524272],[5.080457,47.530752],[5.073859,47.536445],[5.071239,47.542209],[5.070476,47.550494],[5.055456,47.550357],[5.042657,47.532318],[5.032127,47.532781],[5.028233,47.529903],[5.031754,47.521175],[5.044871,47.52223],[5.048251,47.513959],[5.043478,47.506892],[5.043443,47.502088],[5.051797,47.493281]]]}",21230,21,Diénay (21),31/10,65,1000 et plus,20 à 25,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[5.051797,47.493281],[5.043443,47.502088],[5.043478,47.506892],[5.048251,47.513959],[5.044871,47.52223],[5.031754,47.521175],[5.01922,47.518524],[5.015503,47.51312],[5.007188,47.513843],[4.987793,47.50588],[4.984849,47.501459],[4.989888,47.485652],[4.992772,47.482552],[5.001636,47.478866],[5.007261,47.481611],[5.020751,47.479569],[5.032324,47.484867],[5.043079,47.487625],[5.051797,47.493281]]]}",21692,21,Villecomte (21),31/10,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.85113,47.058005],[4.858782,47.056225],[4.866447,47.063346],[4.874184,47.071172],[4.868688,47.079716],[4.856669,47.072634],[4.852574,47.066735],[4.853504,47.061686],[4.85113,47.058005]]]}",21010,21,Aloxe-Corton (21),31/10,65,0 à 10,0 à 1,2500 et plus
"{""type"":""Polygon"",""coordinates"":[[[4.980299,47.540595],[4.985288,47.538375],[4.997346,47.52663],[5.000137,47.520842],[5.007188,47.513843],[5.015503,47.51312],[5.01922,47.518524],[5.031754,47.521175],[5.028233,47.529903],[5.032127,47.532781],[5.042657,47.532318],[5.055456,47.550357],[5.070476,47.550494],[5.072094,47.56055],[5.0641,47.561125],[5.060892,47.567604],[5.044216,47.574558],[5.036179,47.573123],[5.028963,47.574079],[5.009582,47.590444],[5.006636,47.591911],[5.001036,47.587858],[5.011557,47.571773],[5.007327,47.566261],[4.995831,47.561903],[4.992243,47.556195],[4.983088,47.552575],[4.980299,47.540595]]]}",21587,21,Saulx-le-Duc (21),31/10,65,0 à 10,5 à 10,0 à 300
"{""type"":""Polygon"",""coordinates"":[[[6.957684,47.689094],[6.961645,47.679655],[6.963155,47.670526],[6.973705,47.673691],[6.976791,47.678236],[6.967582,47.690414],[6.957684,47.689094]]]}",90013,90,Bethonvilliers (90),31/10,65,0 à 10,0 à 1,0 à 300
